#;Data/Hora;Ativo;C/V;Quantidade;Preço limite;Status;Tipo;Quantidade executada;Preço médio;Resultado (Abs.);Resultado %;Resultado (R$)
"13619716177";"07/07/2025 / 09:00:58";"WDOQ25";"V";"1";"5.478,00";"executada";"entrada";"1";"5.478,00";"-";"-";"-"
"13619716170";"07/07/2025 / 09:00:58";"WDOQ25";"C";"4";"5.473,50";"executada";"saída";"4";"5.473,50";"5,75";"0,10";"230,00"
"13619716081";"07/07/2025 / 09:00:57";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.473,00";"-";"-";"-"
"13619710527";"04/07/2025 / 17:13:37";"WDOQ25";"C";"8";"0,00";"executada";"saída";"8";"5.457,63";"-2,50";"-0,05";"-200,00"
"13619701703";"04/07/2025 / 14:38:55";"WDOQ25";"V";"4";"5.459,50";"executada";"entrada";"4";"5.459,50";"-";"-";"-"
"13619699786";"04/07/2025 / 14:11:44";"WDOQ25";"V";"2";"5.454,50";"executada";"entrada";"2";"5.454,50";"-";"-";"-"
"13619693278";"04/07/2025 / 12:22:33";"WDOQ25";"V";"1";"5.449,50";"executada";"entrada";"1";"5.449,50";"-";"-";"-"
"13619693274";"04/07/2025 / 12:22:33";"WDOQ25";"C";"8";"5.449,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13619693264";"04/07/2025 / 12:22:32";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.444,50";"-";"-";"-"
"13619693227";"04/07/2025 / 12:22:31";"WDOQ25";"V";"1";"0,00";"executada";"saída";"1";"5.444,50";"3,00";"0,06";"30,00"
"13619689221";"04/07/2025 / 11:57:48";"WDOQ25";"C";"1";"5.436,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619689219";"04/07/2025 / 11:57:48";"WDOQ25";"V";"1";"5.447,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13619689208";"04/07/2025 / 11:57:47";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.441,50";"-";"-";"-"
"13619689188";"04/07/2025 / 11:57:46";"WDOQ25";"C";"1";"0,00";"executada";"saída";"1";"5.441,50";"1,50";"0,03";"15,00"
"13619684392";"04/07/2025 / 11:19:49";"WDOQ25";"V";"1";"5.448,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619684389";"04/07/2025 / 11:19:49";"WDOQ25";"C";"1";"5.437,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13619684378";"04/07/2025 / 11:19:48";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.443,00";"-";"-";"-"
"13619684253";"04/07/2025 / 11:19:45";"WDOQ25";"V";"2";"0,00";"executada";"saída";"2";"5.444,75";"0,75";"0,01";"15,00"
"13619675410";"04/07/2025 / 10:43:16";"WDOQ25";"C";"2";"5.436,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619669157";"04/07/2025 / 10:16:56";"WDOQ25";"C";"1";"5.441,50";"executada";"entrada";"1";"5.441,50";"-";"-";"-"
"13619669150";"04/07/2025 / 10:16:56";"WDOQ25";"V";"2";"5.450,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13619669076";"04/07/2025 / 10:16:55";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.446,50";"-";"-";"-"
"13619662158";"04/07/2025 / 09:53:43";"WDOQ25";"C";"1";"5.444,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619662154";"04/07/2025 / 09:53:43";"WDOQ25";"V";"1";"5.455,00";"executada";"saída";"1";"5.455,00";"6,00";"0,11";"60,00"
"13619662108";"04/07/2025 / 09:53:42";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.449,00";"-";"-";"-"
"13619660884";"04/07/2025 / 09:46:25";"WDOQ25";"C";"2";"0,00";"executada";"saída";"2";"5.452,00";"4,00";"0,07";"80,00"
"13619654935";"04/07/2025 / 09:13:06";"WDOQ25";"V";"2";"5.463,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619647934";"04/07/2025 / 09:00:50";"WDOQ25";"V";"1";"5.458,50";"executada";"entrada";"1";"5.458,50";"-";"-";"-"
"13619647927";"04/07/2025 / 09:00:50";"WDOQ25";"C";"2";"5.450,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13619647885";"04/07/2025 / 09:00:49";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.453,50";"-";"-";"-"
"13619626612";"03/07/2025 / 13:00:52";"WDOQ25";"C";"2";"0,00";"executada";"saída";"2";"5.452,50";"1,00";"0,02";"20,00"
"13619625782";"03/07/2025 / 12:50:03";"WDOQ25";"V";"2";"5.461,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619619242";"03/07/2025 / 12:02:56";"WDOQ25";"V";"1";"5.456,00";"executada";"entrada";"1";"5.456,00";"-";"-";"-"
"13619619241";"03/07/2025 / 12:02:56";"WDOQ25";"C";"2";"5.447,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13619619226";"03/07/2025 / 12:02:55";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.451,00";"-";"-";"-"
"13619619190";"03/07/2025 / 12:02:54";"WDOQ25";"V";"1";"0,00";"executada";"saída";"1";"5.451,00";"5,00";"0,09";"50,00"
"13619617093";"03/07/2025 / 11:53:10";"WDOQ25";"C";"1";"5.441,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619617089";"03/07/2025 / 11:53:10";"WDOQ25";"V";"1";"5.452,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13619617060";"03/07/2025 / 11:53:09";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.446,00";"-";"-";"-"
"13619612696";"03/07/2025 / 11:28:16";"WDOQ25";"C";"1";"5.437,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619612690";"03/07/2025 / 11:28:15";"WDOQ25";"V";"1";"5.448,50";"executada";"saída";"1";"5.448,50";"6,00";"0,11";"60,00"
"13619612660";"03/07/2025 / 11:28:15";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.442,50";"-";"-";"-"
"13619610115";"03/07/2025 / 11:12:26";"WDOQ25";"V";"2";"5.457,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619605765";"03/07/2025 / 10:56:43";"WDOQ25";"V";"1";"5.452,00";"executada";"entrada";"1";"5.452,00";"-";"-";"-"
"13619605761";"03/07/2025 / 10:56:43";"WDOQ25";"C";"2";"5.443,50";"executada";"saída";"2";"5.443,50";"6,00";"0,11";"120,00"
"13619605751";"03/07/2025 / 10:56:43";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.447,00";"-";"-";"-"
"13619605709";"03/07/2025 / 10:56:38";"WDOQ25";"V";"8";"0,00";"executada";"saída";"8";"5.447,00";"-6,88";"-0,13";"-550,00"
"13619592653";"03/07/2025 / 10:30:12";"WDOQ25";"C";"4";"5.449,50";"executada";"entrada";"4";"5.449,50";"-";"-";"-"
"13619586991";"03/07/2025 / 10:16:41";"WDOQ25";"C";"2";"5.454,50";"executada";"entrada";"2";"5.454,50";"-";"-";"-"
"13619586503";"03/07/2025 / 10:15:42";"WDOQ25";"C";"1";"5.459,50";"executada";"entrada";"1";"5.459,50";"-";"-";"-"
"13619586496";"03/07/2025 / 10:15:42";"WDOQ25";"V";"8";"5.459,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13619586477";"03/07/2025 / 10:15:42";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.464,50";"-";"-";"-"
"13619565402";"03/07/2025 / 09:31:20";"WDOQ25";"V";"2";"5.484,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619563211";"03/07/2025 / 09:30:10";"WDOQ25";"V";"1";"5.479,50";"executada";"entrada";"1";"5.479,50";"-";"-";"-"
"13619563208";"03/07/2025 / 09:30:10";"WDOQ25";"C";"2";"5.471,00";"executada";"saída";"2";"5.471,00";"6,00";"0,11";"120,00"
"13619562828";"03/07/2025 / 09:30:07";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.474,50";"-";"-";"-"
"13619553111";"03/07/2025 / 09:02:04";"WDOQ25";"V";"1";"5.473,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619553108";"03/07/2025 / 09:02:04";"WDOQ25";"C";"1";"5.462,00";"executada";"saída";"1";"5.462,00";"6,00";"0,11";"60,00"
"13619553081";"03/07/2025 / 09:02:04";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.468,00";"-";"-";"-"
"13619551158";"03/07/2025 / 09:00:43";"WDOQ25";"V";"1";"5.473,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619551150";"03/07/2025 / 09:00:43";"WDOQ25";"C";"1";"5.462,00";"executada";"saída";"1";"5.462,00";"6,00";"0,11";"60,00"
"13619551035";"03/07/2025 / 09:00:42";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.468,00";"-";"-";"-"
"13619524350";"02/07/2025 / 13:00:15";"WDOQ25";"V";"8";"0,00";"executada";"saída";"8";"5.468,00";"-22,38";"-0,41";"-1.790,00"
"13619508822";"02/07/2025 / 11:51:52";"WDOQ25";"C";"4";"5.486,00";"executada";"entrada";"4";"5.486,00";"-";"-";"-"
"13619506651";"02/07/2025 / 11:41:26";"WDOQ25";"C";"2";"5.491,00";"executada";"entrada";"2";"5.491,00";"-";"-";"-"
"13619500188";"02/07/2025 / 11:13:38";"WDOQ25";"C";"1";"5.496,00";"executada";"entrada";"1";"5.496,00";"-";"-";"-"
"13619500178";"02/07/2025 / 11:13:38";"WDOQ25";"V";"8";"5.496,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13619500157";"02/07/2025 / 11:13:37";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.501,00";"-";"-";"-"
"13619497225";"02/07/2025 / 11:02:33";"WDOQ25";"V";"1";"5.511,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619497218";"02/07/2025 / 11:02:33";"WDOQ25";"C";"1";"5.500,00";"executada";"saída";"1";"5.500,00";"6,00";"0,11";"60,00"
"13619497187";"02/07/2025 / 11:02:32";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.506,00";"-";"-";"-"
"13619495395";"02/07/2025 / 10:59:26";"WDOQ25";"C";"1";"5.493,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619495388";"02/07/2025 / 10:59:26";"WDOQ25";"V";"1";"5.504,50";"executada";"saída";"1";"5.504,50";"6,00";"0,11";"60,00"
"13619495352";"02/07/2025 / 10:59:25";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.498,50";"-";"-";"-"
"13619470505";"02/07/2025 / 09:57:56";"WDOQ25";"C";"4";"5.484,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619467878";"02/07/2025 / 09:50:12";"WDOQ25";"C";"2";"5.489,50";"executada";"entrada";"2";"5.489,50";"-";"-";"-"
"13619466535";"02/07/2025 / 09:47:29";"WDOQ25";"C";"1";"5.494,50";"executada";"entrada";"1";"5.494,50";"-";"-";"-"
"13619466531";"02/07/2025 / 09:47:29";"WDOQ25";"V";"4";"5.499,00";"executada";"saída";"4";"5.499,00";"5,75";"0,10";"230,00"
"13619466428";"02/07/2025 / 09:47:27";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.499,50";"-";"-";"-"
"13619456034";"02/07/2025 / 09:15:37";"WDOQ25";"C";"2";"5.497,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619455581";"02/07/2025 / 09:15:25";"WDOQ25";"C";"1";"5.502,00";"executada";"entrada";"1";"5.502,00";"-";"-";"-"
"13619455573";"02/07/2025 / 09:15:25";"WDOQ25";"V";"2";"5.510,50";"executada";"saída";"2";"5.510,50";"6,00";"0,11";"120,00"
"13619455541";"02/07/2025 / 09:15:24";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.507,00";"-";"-";"-"
"13619449258";"02/07/2025 / 09:03:00";"WDOQ25";"V";"4";"5.517,50";"executada";"entrada";"4";"5.517,50";"-";"-";"-"
"13619445179";"02/07/2025 / 09:00:48";"WDOQ25";"V";"2";"5.512,50";"executada";"entrada";"2";"5.512,50";"-";"-";"-"
"13619444476";"02/07/2025 / 09:00:40";"WDOQ25";"V";"1";"5.507,50";"executada";"entrada";"1";"5.507,50";"-";"-";"-"
"13619444471";"02/07/2025 / 09:00:40";"WDOQ25";"C";"8";"5.507,50";"executada";"saída";"8";"5.507,50";"5,63";"0,10";"450,00"
"13619444402";"02/07/2025 / 09:00:39";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.502,50";"-";"-";"-"
"13619412983";"01/07/2025 / 12:09:55";"WDOQ25";"V";"4";"5.508,00";"executada";"entrada";"4";"5.508,00";"-";"-";"-"
"13619412250";"01/07/2025 / 12:07:02";"WDOQ25";"V";"2";"5.503,00";"executada";"entrada";"2";"5.503,00";"-";"-";"-"
"13619411332";"01/07/2025 / 12:02:35";"WDOQ25";"V";"1";"5.498,00";"executada";"entrada";"1";"5.498,00";"-";"-";"-"
"13619411331";"01/07/2025 / 12:02:34";"WDOQ25";"C";"8";"5.498,00";"executada";"saída";"8";"5.498,00";"5,63";"0,10";"450,00"
"13619411326";"01/07/2025 / 12:02:34";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.493,00";"-";"-";"-"
"13619411316";"01/07/2025 / 12:02:33";"WDOQ25";"V";"1";"0,00";"executada";"saída";"1";"5.493,00";"4,50";"0,08";"45,00"
"13619409432";"01/07/2025 / 11:50:00";"WDOQ25";"C";"1";"5.483,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619409426";"01/07/2025 / 11:50:00";"WDOQ25";"V";"1";"5.494,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13619409367";"01/07/2025 / 11:49:59";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.488,50";"-";"-";"-"
"13619396406";"01/07/2025 / 10:59:15";"WDOQ25";"C";"1";"5.476,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619396396";"01/07/2025 / 10:59:15";"WDOQ25";"V";"1";"5.487,00";"executada";"saída";"1";"5.487,00";"6,00";"0,11";"60,00"
"13619396329";"01/07/2025 / 10:59:14";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.481,00";"-";"-";"-"
"13619383299";"01/07/2025 / 10:19:03";"WDOQ25";"V";"1";"5.485,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619383294";"01/07/2025 / 10:19:03";"WDOQ25";"C";"1";"5.474,50";"executada";"saída";"1";"5.474,50";"6,00";"0,11";"60,00"
"13619383113";"01/07/2025 / 10:19:02";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.480,50";"-";"-";"-"
"13619357324";"01/07/2025 / 09:06:19";"WDOQ25";"C";"2";"5.456,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619350504";"01/07/2025 / 09:00:34";"WDOQ25";"C";"1";"5.461,00";"executada";"entrada";"1";"5.461,00";"-";"-";"-"
"13619350501";"01/07/2025 / 09:00:34";"WDOQ25";"V";"2";"5.469,50";"executada";"saída";"2";"5.469,50";"6,00";"0,11";"120,00"
"13619350420";"01/07/2025 / 09:00:34";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.466,00";"-";"-";"-"
"13619332148";"30/06/2025 / 14:15:16";"WDOQ25";"V";"8";"0,00";"executada";"saída";"8";"5.480,31";"-1,06";"-0,02";"-85,00"
"13619319972";"30/06/2025 / 12:48:21";"WDOQ25";"C";"4";"5.477,00";"executada";"entrada";"4";"5.477,00";"-";"-";"-"
"13619316013";"30/06/2025 / 12:16:50";"WDOQ25";"C";"2";"5.482,00";"executada";"entrada";"2";"5.482,00";"-";"-";"-"
"13619314425";"30/06/2025 / 12:07:47";"WDOQ25";"C";"1";"5.487,00";"executada";"entrada";"1";"5.487,00";"-";"-";"-"
"13619314424";"30/06/2025 / 12:07:47";"WDOQ25";"V";"8";"5.487,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13619314406";"30/06/2025 / 12:07:46";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.492,00";"-";"-";"-"
"13619311591";"30/06/2025 / 11:55:44";"WDOQ25";"V";"1";"5.508,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619311584";"30/06/2025 / 11:55:44";"WDOQ25";"C";"1";"5.497,50";"executada";"saída";"1";"5.497,50";"6,00";"0,11";"60,00"
"13619311566";"30/06/2025 / 11:55:43";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.503,50";"-";"-";"-"
"13619291395";"30/06/2025 / 10:37:51";"WDOQ25";"V";"2";"5.530,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619288043";"30/06/2025 / 10:31:24";"WDOQ25";"V";"1";"5.525,00";"executada";"entrada";"1";"5.525,00";"-";"-";"-"
"13619288040";"30/06/2025 / 10:31:24";"WDOQ25";"C";"2";"5.516,50";"executada";"saída";"2";"5.516,50";"6,00";"0,11";"120,00"
"13619288028";"30/06/2025 / 10:31:24";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.520,00";"-";"-";"-"
"13619287958";"30/06/2025 / 10:31:23";"WDOQ25";"V";"8";"0,00";"executada";"saída";"8";"5.520,50";"1,63";"0,03";"130,00"
"13619272188";"30/06/2025 / 09:56:27";"WDOQ25";"C";"4";"5.514,50";"executada";"entrada";"4";"5.514,50";"-";"-";"-"
"13619270671";"30/06/2025 / 09:52:42";"WDOQ25";"C";"2";"5.519,50";"executada";"entrada";"2";"5.519,50";"-";"-";"-"
"13619269429";"30/06/2025 / 09:50:44";"WDOQ25";"C";"1";"5.524,50";"executada";"entrada";"1";"5.524,50";"-";"-";"-"
"13619269424";"30/06/2025 / 09:50:44";"WDOQ25";"V";"8";"5.524,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13619269338";"30/06/2025 / 09:50:43";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.529,50";"-";"-";"-"
"13619263235";"30/06/2025 / 09:33:39";"WDOQ25";"V";"1";"5.549,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619263224";"30/06/2025 / 09:33:39";"WDOQ25";"C";"1";"5.538,00";"executada";"saída";"1";"5.538,00";"6,00";"0,11";"60,00"
"13619263195";"30/06/2025 / 09:33:39";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.544,00";"-";"-";"-"
"13619261216";"30/06/2025 / 09:29:33";"WDOQ25";"C";"1";"5.528,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619261190";"30/06/2025 / 09:29:33";"WDOQ25";"V";"1";"5.539,00";"executada";"saída";"1";"5.539,00";"6,00";"0,11";"60,00"
"13619261133";"30/06/2025 / 09:29:32";"WDOQ25";"C";"1";"0,00";"executada";"entrada";"1";"5.533,00";"-";"-";"-"
"13619247199";"30/06/2025 / 09:01:09";"WDOQ25";"V";"4";"5.539,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619245183";"30/06/2025 / 09:00:54";"WDOQ25";"V";"2";"5.534,00";"executada";"entrada";"2";"5.534,00";"-";"-";"-"
"13619244831";"30/06/2025 / 09:00:51";"WDOQ25";"V";"1";"5.529,00";"executada";"entrada";"1";"5.529,00";"-";"-";"-"
"13619244820";"30/06/2025 / 09:00:51";"WDOQ25";"C";"4";"5.524,50";"executada";"saída";"4";"5.524,50";"5,75";"0,10";"230,00"
"13619244795";"30/06/2025 / 09:00:51";"WDOQ25";"V";"1";"0,00";"executada";"entrada";"1";"5.524,00";"-";"-";"-"
"13619217532";"27/06/2025 / 13:52:58";"WDON25";"V";"8";"0,00";"executada";"saída";"8";"5.472,50";"1,13";"0,02";"90,00"
"13619211441";"27/06/2025 / 13:04:41";"WDON25";"C";"4";"5.467,00";"executada";"entrada";"4";"5.467,00";"-";"-";"-"
"13619199521";"27/06/2025 / 12:09:38";"WDON25";"C";"2";"5.472,00";"executada";"entrada";"2";"5.472,00";"-";"-";"-"
"13619197700";"27/06/2025 / 12:04:58";"WDON25";"C";"1";"5.477,00";"executada";"entrada";"1";"5.477,00";"-";"-";"-"
"13619197698";"27/06/2025 / 12:04:58";"WDON25";"V";"8";"5.477,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13619197653";"27/06/2025 / 12:04:57";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.482,00";"-";"-";"-"
"13619184003";"27/06/2025 / 11:13:25";"WDON25";"V";"4";"5.503,50";"executada";"entrada";"4";"5.503,50";"-";"-";"-"
"13619180412";"27/06/2025 / 10:59:48";"WDON25";"V";"2";"5.498,50";"executada";"entrada";"2";"5.498,50";"-";"-";"-"
"13619176038";"27/06/2025 / 10:45:50";"WDON25";"V";"1";"5.493,50";"executada";"entrada";"1";"5.493,50";"-";"-";"-"
"13619176034";"27/06/2025 / 10:45:50";"WDON25";"C";"8";"5.493,50";"executada";"saída";"8";"5.493,50";"5,63";"0,10";"450,00"
"13619176001";"27/06/2025 / 10:45:50";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.488,50";"-";"-";"-"
"13619161427";"27/06/2025 / 10:11:55";"WDON25";"V";"1";"5.483,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619161418";"27/06/2025 / 10:11:55";"WDON25";"C";"1";"5.472,50";"executada";"saída";"1";"5.472,50";"6,00";"0,11";"60,00"
"13619161389";"27/06/2025 / 10:11:53";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.478,50";"-";"-";"-"
"13619161363";"27/06/2025 / 10:11:48";"WDON25";"V";"8";"0,00";"executada";"saída";"8";"5.477,56";"1,19";"0,02";"95,00"
"13619145433";"27/06/2025 / 09:34:18";"WDON25";"C";"4";"5.472,00";"executada";"entrada";"4";"5.472,00";"-";"-";"-"
"13619144953";"27/06/2025 / 09:33:57";"WDON25";"C";"2";"5.477,00";"executada";"entrada";"2";"5.477,00";"-";"-";"-"
"13619143925";"27/06/2025 / 09:31:43";"WDON25";"C";"1";"5.482,00";"executada";"entrada";"1";"5.482,00";"-";"-";"-"
"13619143912";"27/06/2025 / 09:31:43";"WDON25";"V";"8";"5.482,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13619143812";"27/06/2025 / 09:31:42";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.487,00";"-";"-";"-"
"13619130219";"27/06/2025 / 09:00:56";"WDON25";"V";"1";"5.494,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619130206";"27/06/2025 / 09:00:56";"WDON25";"C";"1";"5.483,50";"executada";"saída";"1";"5.483,50";"6,00";"0,11";"60,00"
"13619130150";"27/06/2025 / 09:00:55";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.489,50";"-";"-";"-"
"13619105372";"26/06/2025 / 13:14:33";"WDON25";"C";"2";"0,00";"executada";"saída";"2";"5.511,75";"0,75";"0,01";"15,00"
"13619099709";"26/06/2025 / 12:29:03";"WDON25";"V";"2";"5.520,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619097791";"26/06/2025 / 12:19:05";"WDON25";"V";"1";"5.515,00";"executada";"entrada";"1";"5.515,00";"-";"-";"-"
"13619097786";"26/06/2025 / 12:19:04";"WDON25";"C";"2";"5.506,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13619097781";"26/06/2025 / 12:19:03";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.510,00";"-";"-";"-"
"13619097776";"26/06/2025 / 12:19:03";"WDON25";"V";"4";"0,00";"executada";"saída";"4";"5.509,75";"-2,00";"-0,04";"-80,00"
"13619094173";"26/06/2025 / 11:54:47";"WDON25";"C";"4";"5.503,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619091575";"26/06/2025 / 11:41:37";"WDON25";"C";"2";"5.508,00";"executada";"entrada";"2";"5.508,00";"-";"-";"-"
"13619090236";"26/06/2025 / 11:35:44";"WDON25";"C";"1";"5.513,00";"executada";"entrada";"1";"5.513,00";"-";"-";"-"
"13619090233";"26/06/2025 / 11:35:43";"WDON25";"V";"4";"5.517,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13619090217";"26/06/2025 / 11:35:43";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.518,00";"-";"-";"-"
"13619080126";"26/06/2025 / 10:52:38";"WDON25";"C";"1";"5.510,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619080123";"26/06/2025 / 10:52:38";"WDON25";"V";"1";"5.521,00";"executada";"saída";"1";"5.521,00";"6,00";"0,11";"60,00"
"13619080090";"26/06/2025 / 10:52:37";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.515,00";"-";"-";"-"
"13619055608";"26/06/2025 / 09:41:37";"WDON25";"V";"1";"5.555,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619055605";"26/06/2025 / 09:41:37";"WDON25";"C";"1";"5.544,00";"executada";"saída";"1";"5.544,00";"6,00";"0,11";"60,00"
"13619055587";"26/06/2025 / 09:41:36";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.550,00";"-";"-";"-"
"13619050552";"26/06/2025 / 09:25:43";"WDON25";"C";"1";"5.538,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619050545";"26/06/2025 / 09:25:43";"WDON25";"V";"1";"5.549,50";"executada";"saída";"1";"5.549,50";"6,00";"0,11";"60,00"
"13619050527";"26/06/2025 / 09:25:43";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.543,50";"-";"-";"-"
"13619038871";"26/06/2025 / 09:00:59";"WDON25";"C";"1";"5.547,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13619038870";"26/06/2025 / 09:00:59";"WDON25";"V";"1";"5.558,00";"executada";"saída";"1";"5.558,00";"6,00";"0,11";"60,00"
"13619038690";"26/06/2025 / 09:00:58";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.552,00";"-";"-";"-"
"13619003028";"25/06/2025 / 12:23:38";"WDON25";"V";"4";"5.573,00";"executada";"entrada";"4";"5.573,00";"-";"-";"-"
"13619000350";"25/06/2025 / 12:14:23";"WDON25";"V";"2";"5.568,00";"executada";"entrada";"2";"5.568,00";"-";"-";"-"
"13618997300";"25/06/2025 / 12:04:36";"WDON25";"V";"1";"5.563,00";"executada";"entrada";"1";"5.563,00";"-";"-";"-"
"13618997291";"25/06/2025 / 12:04:36";"WDON25";"C";"8";"5.563,00";"executada";"saída";"8";"5.563,00";"5,63";"0,10";"450,00"
"13618997225";"25/06/2025 / 12:04:34";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.558,00";"-";"-";"-"
"13618993365";"25/06/2025 / 11:45:33";"WDON25";"C";"1";"5.542,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618993360";"25/06/2025 / 11:45:32";"WDON25";"V";"1";"5.553,00";"executada";"saída";"1";"5.553,00";"6,00";"0,11";"60,00"
"13618993347";"25/06/2025 / 11:45:32";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.547,00";"-";"-";"-"
"13618993130";"25/06/2025 / 11:44:43";"WDON25";"C";"2";"0,00";"executada";"saída";"2";"5.547,50";"3,50";"0,06";"70,00"
"13618989141";"25/06/2025 / 11:28:20";"WDON25";"V";"2";"5.558,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
